support,itemsets
0.1012909632571996,frozenset({'Pair_Aperitif'})
0.551142005958292,frozenset({'Pair_Beef'})
0.022840119165839126,frozenset({'Pair_Blue Cheese'})
0.11420059582919563,frozenset({'Pair_Cured Meat'})
0.3515392254220457,frozenset({'Pair_Game Meat'})
0.04270109235352532,frozenset({'Pair_Goat Cheese'})
0.11618669314796425,frozenset({'Pair_Hard Cheese'})
0.40615690168818275,frozenset({'Pair_Lamb'})
0.07845084409136048,frozenset({'Pair_Lean Fish'})
0.12611717974180736,frozenset({'Pair_Maturated Cheese'})
0.15690168818272096,frozenset({'Pair_Pasta'})
0.26216484607745777,frozenset({'Pair_Pork'})
0.5779543197616683,frozenset({'Pair_Poultry'})
0.16385302879841113,frozenset({'Pair_Rich Fish'})
0.2542204568023833,frozenset({'Pair_Shellfish'})
0.08540218470705065,frozenset({'Pair_Snack'})
0.08440913604766634,frozenset({'Pair_Soft Cheese'})
0.141012909632572,frozenset({'Pair_Spicy Food'})
0.047666335650446874,frozenset({'Pair_Sweet Dessert'})
0.1936444885799404,frozenset({'Pair_Veal'})
0.17676266137040714,frozenset({'Pair_Vegetarian'})
0.7348560079443893,frozenset({'Acid_High'})
0.24726911618669314,frozenset({'Acid_Medium'})
0.38927507447864945,frozenset({'Body_Full-bodied'})
0.11717974180734857,frozenset({'Body_Light-bodied'})
0.3455809334657398,frozenset({'Body_Medium-bodied'})
0.13306852035749753,frozenset({'Body_Very full-bodied'})
0.028798411122144985,"frozenset({'Pair_Cured Meat', 'Pair_Aperitif'})"
0.0407149950347567,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif'})"
0.06156901688182721,"frozenset({'Pair_Aperitif', 'Pair_Shellfish'})"
0.08341608738828203,"frozenset({'Pair_Snack', 'Pair_Aperitif'})"
0.044687189672293945,"frozenset({'Pair_Aperitif', 'Pair_Vegetarian'})"
0.0804369414101291,"frozenset({'Pair_Aperitif', 'Acid_High'})"
0.020854021847070508,"frozenset({'Acid_Medium', 'Pair_Aperitif'})"
0.029791459781529295,"frozenset({'Pair_Aperitif', 'Body_Light-bodied'})"
0.04667328699106256,"frozenset({'Body_Medium-bodied', 'Pair_Aperitif'})"
0.3138033763654419,"frozenset({'Pair_Beef', 'Pair_Game Meat'})"
0.08937437934458789,"frozenset({'Pair_Beef', 'Pair_Hard Cheese'})"
0.39821251241310823,"frozenset({'Pair_Beef', 'Pair_Lamb'})"
0.09731876861966236,"frozenset({'Pair_Beef', 'Pair_Maturated Cheese'})"
0.09632571996027806,"frozenset({'Pair_Pasta', 'Pair_Beef'})"
0.03574975173783516,"frozenset({'Pair_Beef', 'Pair_Pork'})"
0.3872889771598808,"frozenset({'Pair_Beef', 'Pair_Poultry'})"
0.06355511420059583,"frozenset({'Pair_Beef', 'Pair_Spicy Food'})"
0.15590863952333664,"frozenset({'Pair_Beef', 'Pair_Veal'})"
0.394240317775571,"frozenset({'Pair_Beef', 'Acid_High'})"
0.14597815292949354,"frozenset({'Pair_Beef', 'Acid_Medium'})"
0.2869910625620655,"frozenset({'Pair_Beef', 'Body_Full-bodied'})"
0.12313803376365443,"frozenset({'Pair_Beef', 'Body_Medium-bodied'})"
0.1211519364448858,"frozenset({'Body_Very full-bodied', 'Pair_Beef'})"
0.021847070506454815,"frozenset({'Pair_Cured Meat', 'Pair_Hard Cheese'})"
0.031777557100297914,"frozenset({'Pair_Cured Meat', 'Pair_Lean Fish'})"
0.022840119165839126,"frozenset({'Pair_Cured Meat', 'Pair_Maturated Cheese'})"
0.029791459781529295,"frozenset({'Pair_Pasta', 'Pair_Cured Meat'})"
0.05362462760675273,"frozenset({'Pair_Pork', 'Pair_Cured Meat'})"
0.05858987090367428,"frozenset({'Pair_Cured Meat', 'Pair_Poultry'})"
0.07547169811320754,"frozenset({'Pair_Cured Meat', 'Pair_Shellfish'})"
0.027805362462760674,"frozenset({'Pair_Snack', 'Pair_Cured Meat'})"
0.038728897715988087,"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food'})"
0.020854021847070508,"frozenset({'Pair_Cured Meat', 'Pair_Vegetarian'})"
0.09235352532274081,"frozenset({'Pair_Cured Meat', 'Acid_High'})"
0.021847070506454815,"frozenset({'Acid_Medium', 'Pair_Cured Meat'})"
0.04270109235352532,"frozenset({'Pair_Cured Meat', 'Body_Light-bodied'})"
0.04568023833167825,"frozenset({'Body_Medium-bodied', 'Pair_Cured Meat'})"
0.03574975173783516,"frozenset({'Pair_Game Meat', 'Pair_Hard Cheese'})"
0.22840119165839126,"frozenset({'Pair_Game Meat', 'Pair_Lamb'})"
0.041708043694141016,"frozenset({'Pair_Game Meat', 'Pair_Maturated Cheese'})"
0.05660377358490566,"frozenset({'Pair_Pasta', 'Pair_Game Meat'})"
0.05660377358490566,"frozenset({'Pair_Pork', 'Pair_Game Meat'})"
0.2631578947368421,"frozenset({'Pair_Game Meat', 'Pair_Poultry'})"
0.021847070506454815,"frozenset({'Pair_Rich Fish', 'Pair_Game Meat'})"
0.023833167825223437,"frozenset({'Pair_Game Meat', 'Pair_Spicy Food'})"
0.10228401191658391,"frozenset({'Pair_Veal', 'Pair_Game Meat'})"
0.24031777557100298,"frozenset({'Pair_Game Meat', 'Acid_High'})"
0.10724925521350546,"frozenset({'Acid_Medium', 'Pair_Game Meat'})"
0.1727904667328699,"frozenset({'Pair_Game Meat', 'Body_Full-bodied'})"
0.0903674280039722,"frozenset({'Body_Medium-bodied', 'Pair_Game Meat'})"
0.070506454816286,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat'})"
0.0407149950347567,"frozenset({'Pair_Shellfish', 'Pair_Goat Cheese'})"
0.039721946375372394,"frozenset({'Pair_Vegetarian', 'Pair_Goat Cheese'})"
0.041708043694141016,"frozenset({'Acid_High', 'Pair_Goat Cheese'})"
0.05958291956305859,"frozenset({'Pair_Lamb', 'Pair_Hard Cheese'})"
0.11519364448857994,"frozenset({'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.04667328699106256,"frozenset({'Pair_Poultry', 'Pair_Hard Cheese'})"
0.031777557100297914,"frozenset({'Pair_Spicy Food', 'Pair_Hard Cheese'})"
0.05660377358490566,"frozenset({'Acid_High', 'Pair_Hard Cheese'})"
0.05461767626613704,"frozenset({'Acid_Medium', 'Pair_Hard Cheese'})"
0.030784508440913606,"frozenset({'Pair_Hard Cheese', 'Body_Full-bodied'})"
0.041708043694141016,"frozenset({'Body_Medium-bodied', 'Pair_Hard Cheese'})"
0.038728897715988087,"frozenset({'Body_Very full-bodied', 'Pair_Hard Cheese'})"
0.06454816285998013,"frozenset({'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.07646474677259185,"frozenset({'Pair_Pasta', 'Pair_Lamb'})"
0.030784508440913606,"frozenset({'Pair_Pork', 'Pair_Lamb'})"
0.2899702085402185,"frozenset({'Pair_Lamb', 'Pair_Poultry'})"
0.05163853028798411,"frozenset({'Pair_Spicy Food', 'Pair_Lamb'})"
0.06256206554121152,"frozenset({'Pair_Veal', 'Pair_Lamb'})"
0.2840119165839126,"frozenset({'Acid_High', 'Pair_Lamb'})"
0.11519364448857994,"frozenset({'Acid_Medium', 'Pair_Lamb'})"
0.24329692154915591,"frozenset({'Pair_Lamb', 'Body_Full-bodied'})"
0.047666335650446874,"frozenset({'Body_Medium-bodied', 'Pair_Lamb'})"
0.10923535253227408,"frozenset({'Body_Very full-bodied', 'Pair_Lamb'})"
0.026812313803376366,"frozenset({'Pair_Pasta', 'Pair_Lean Fish'})"
0.025819265143992055,"frozenset({'Pair_Lean Fish', 'Pair_Poultry'})"
0.05163853028798411,"frozenset({'Pair_Lean Fish', 'Pair_Shellfish'})"
0.03773584905660377,"frozenset({'Pair_Snack', 'Pair_Lean Fish'})"
0.025819265143992055,"frozenset({'Pair_Lean Fish', 'Pair_Vegetarian'})"
0.06554121151936444,"frozenset({'Pair_Lean Fish', 'Acid_High'})"
0.05163853028798411,"frozenset({'Body_Medium-bodied', 'Pair_Lean Fish'})"
0.020854021847070508,"frozenset({'Pair_Pork', 'Pair_Maturated Cheese'})"
0.047666335650446874,"frozenset({'Pair_Maturated Cheese', 'Pair_Poultry'})"
0.03277060575968222,"frozenset({'Pair_Spicy Food', 'Pair_Maturated Cheese'})"
0.05958291956305859,"frozenset({'Acid_High', 'Pair_Maturated Cheese'})"
0.06156901688182721,"frozenset({'Acid_Medium', 'Pair_Maturated Cheese'})"
0.033763654419066536,"frozenset({'Pair_Maturated Cheese', 'Body_Full-bodied'})"
0.04667328699106256,"frozenset({'Body_Medium-bodied', 'Pair_Maturated Cheese'})"
0.039721946375372394,"frozenset({'Body_Very full-bodied', 'Pair_Maturated Cheese'})"
0.05759682224428997,"frozenset({'Pair_Pasta', 'Pair_Poultry'})"
0.031777557100297914,"frozenset({'Pair_Pasta', 'Pair_Shellfish'})"
0.036742800397219465,"frozenset({'Pair_Pasta', 'Pair_Veal'})"
0.13505461767626614,"frozenset({'Pair_Pasta', 'Acid_High'})"
0.06852035749751738,"frozenset({'Pair_Pasta', 'Body_Full-bodied'})"
0.05263157894736842,"frozenset({'Pair_Pasta', 'Body_Medium-bodied'})"
0.026812313803376366,"frozenset({'Body_Very full-bodied', 'Pair_Pasta'})"
0.17378351539225423,"frozenset({'Pair_Pork', 'Pair_Poultry'})"
0.13306852035749753,"frozenset({'Pair_Rich Fish', 'Pair_Pork'})"
0.11519364448857994,"frozenset({'Pair_Pork', 'Pair_Shellfish'})"
0.04865938430983118,"frozenset({'Pair_Pork', 'Pair_Soft Cheese'})"
0.07845084409136048,"frozenset({'Pair_Pork', 'Pair_Spicy Food'})"
0.039721946375372394,"frozenset({'Pair_Pork', 'Pair_Veal'})"
0.09235352532274081,"frozenset({'Pair_Pork', 'Pair_Vegetarian'})"
0.18967229394240318,"frozenset({'Pair_Pork', 'Acid_High'})"
0.06752730883813307,"frozenset({'Pair_Pork', 'Acid_Medium'})"
0.06653426017874876,"frozenset({'Pair_Pork', 'Body_Full-bodied'})"
0.0506454816285998,"frozenset({'Pair_Pork', 'Body_Light-bodied'})"
0.13803376365441908,"frozenset({'Pair_Pork', 'Body_Medium-bodied'})"
0.0913604766633565,"frozenset({'Pair_Rich Fish', 'Pair_Poultry'})"
0.06752730883813307,"frozenset({'Pair_Shellfish', 'Pair_Poultry'})"
0.023833167825223437,"frozenset({'Pair_Soft Cheese', 'Pair_Poultry'})"
0.0903674280039722,"frozenset({'Pair_Spicy Food', 'Pair_Poultry'})"
0.16583912611717974,"frozenset({'Pair_Veal', 'Pair_Poultry'})"
0.08639523336643495,"frozenset({'Pair_Vegetarian', 'Pair_Poultry'})"
0.41112214498510424,"frozenset({'Acid_High', 'Pair_Poultry'})"
0.15888778550148958,"frozenset({'Acid_Medium', 'Pair_Poultry'})"
0.26216484607745777,"frozenset({'Pair_Poultry', 'Body_Full-bodied'})"
0.07149950347567031,"frozenset({'Body_Light-bodied', 'Pair_Poultry'})"
0.1708043694141013,"frozenset({'Body_Medium-bodied', 'Pair_Poultry'})"
0.07249255213505462,"frozenset({'Body_Very full-bodied', 'Pair_Poultry'})"
0.08341608738828203,"frozenset({'Pair_Rich Fish', 'Pair_Shellfish'})"
0.05263157894736842,"frozenset({'Pair_Rich Fish', 'Pair_Soft Cheese'})"
0.07348560079443893,"frozenset({'Pair_Rich Fish', 'Pair_Vegetarian'})"
0.11519364448857994,"frozenset({'Pair_Rich Fish', 'Acid_High'})"
0.04568023833167825,"frozenset({'Pair_Rich Fish', 'Acid_Medium'})"
0.05759682224428997,"frozenset({'Pair_Rich Fish', 'Body_Full-bodied'})"
0.09235352532274081,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied'})"
0.05461767626613704,"frozenset({'Pair_Snack', 'Pair_Shellfish'})"
0.05461767626613704,"frozenset({'Pair_Soft Cheese', 'Pair_Shellfish'})"
0.05958291956305859,"frozenset({'Pair_Spicy Food', 'Pair_Shellfish'})"
0.08639523336643495,"frozenset({'Pair_Vegetarian', 'Pair_Shellfish'})"
0.22045680238331677,"frozenset({'Acid_High', 'Pair_Shellfish'})"
0.033763654419066536,"frozenset({'Acid_Medium', 'Pair_Shellfish'})"
0.0407149950347567,"frozenset({'Pair_Shellfish', 'Body_Full-bodied'})"
0.06951340615690169,"frozenset({'Body_Light-bodied', 'Pair_Shellfish'})"
0.1300893743793446,"frozenset({'Body_Medium-bodied', 'Pair_Shellfish'})"
0.038728897715988087,"frozenset({'Pair_Snack', 'Pair_Vegetarian'})"
0.07149950347567031,"frozenset({'Pair_Snack', 'Acid_High'})"
0.023833167825223437,"frozenset({'Pair_Snack', 'Body_Light-bodied'})"
0.03773584905660377,"frozenset({'Pair_Snack', 'Body_Medium-bodied'})"
0.05759682224428997,"frozenset({'Acid_High', 'Pair_Soft Cheese'})"
0.025819265143992055,"frozenset({'Acid_Medium', 'Pair_Soft Cheese'})"
0.028798411122144985,"frozenset({'Pair_Soft Cheese', 'Body_Full-bodied'})"
0.04667328699106256,"frozenset({'Body_Medium-bodied', 'Pair_Soft Cheese'})"
0.023833167825223437,"frozenset({'Pair_Spicy Food', 'Pair_Vegetarian'})"
0.07745779543197617,"frozenset({'Acid_High', 'Pair_Spicy Food'})"
0.05461767626613704,"frozenset({'Acid_Medium', 'Pair_Spicy Food'})"
0.04270109235352532,"frozenset({'Pair_Spicy Food', 'Body_Full-bodied'})"
0.0407149950347567,"frozenset({'Body_Light-bodied', 'Pair_Spicy Food'})"
0.05660377358490566,"frozenset({'Body_Medium-bodied', 'Pair_Spicy Food'})"
0.030784508440913606,"frozenset({'Acid_High', 'Pair_Sweet Dessert'})"
0.14597815292949354,"frozenset({'Pair_Veal', 'Acid_High'})"
0.044687189672293945,"frozenset({'Acid_Medium', 'Pair_Veal'})"
0.07944389275074479,"frozenset({'Pair_Veal', 'Body_Full-bodied'})"
0.020854021847070508,"frozenset({'Pair_Veal', 'Body_Light-bodied'})"
0.0903674280039722,"frozenset({'Body_Medium-bodied', 'Pair_Veal'})"
0.1400198609731877,"frozenset({'Acid_High', 'Pair_Vegetarian'})"
0.03574975173783516,"frozenset({'Acid_Medium', 'Pair_Vegetarian'})"
0.05163853028798411,"frozenset({'Pair_Vegetarian', 'Body_Full-bodied'})"
0.021847070506454815,"frozenset({'Body_Light-bodied', 'Pair_Vegetarian'})"
0.08838133068520357,"frozenset({'Body_Medium-bodied', 'Pair_Vegetarian'})"
0.3058589870903674,"frozenset({'Acid_High', 'Body_Full-bodied'})"
0.0903674280039722,"frozenset({'Acid_High', 'Body_Light-bodied'})"
0.23038728897715988,"frozenset({'Body_Medium-bodied', 'Acid_High'})"
0.09433962264150944,"frozenset({'Body_Very full-bodied', 'Acid_High'})"
0.07845084409136048,"frozenset({'Acid_Medium', 'Body_Full-bodied'})"
0.024826216484607744,"frozenset({'Acid_Medium', 'Body_Light-bodied'})"
0.10427010923535253,"frozenset({'Acid_Medium', 'Body_Medium-bodied'})"
0.038728897715988087,"frozenset({'Body_Very full-bodied', 'Acid_Medium'})"
0.027805362462760674,"frozenset({'Pair_Snack', 'Pair_Cured Meat', 'Pair_Aperitif'})"
0.027805362462760674,"frozenset({'Pair_Cured Meat', 'Pair_Aperitif', 'Acid_High'})"
0.022840119165839126,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Pair_Shellfish'})"
0.03773584905660377,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Pair_Snack'})"
0.03574975173783516,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Acid_High'})"
0.020854021847070508,"frozenset({'Pair_Lean Fish', 'Body_Medium-bodied', 'Pair_Aperitif'})"
0.05362462760675273,"frozenset({'Pair_Snack', 'Pair_Aperitif', 'Pair_Shellfish'})"
0.026812313803376366,"frozenset({'Pair_Vegetarian', 'Pair_Aperitif', 'Pair_Shellfish'})"
0.04965243296921549,"frozenset({'Pair_Aperitif', 'Acid_High', 'Pair_Shellfish'})"
0.027805362462760674,"frozenset({'Body_Medium-bodied', 'Pair_Aperitif', 'Pair_Shellfish'})"
0.038728897715988087,"frozenset({'Pair_Snack', 'Pair_Aperitif', 'Pair_Vegetarian'})"
0.07149950347567031,"frozenset({'Pair_Snack', 'Pair_Aperitif', 'Acid_High'})"
0.022840119165839126,"frozenset({'Pair_Snack', 'Pair_Aperitif', 'Body_Light-bodied'})"
0.03773584905660377,"frozenset({'Pair_Snack', 'Body_Medium-bodied', 'Pair_Aperitif'})"
0.039721946375372394,"frozenset({'Pair_Aperitif', 'Acid_High', 'Pair_Vegetarian'})"
0.027805362462760674,"frozenset({'Body_Medium-bodied', 'Pair_Aperitif', 'Pair_Vegetarian'})"
0.023833167825223437,"frozenset({'Pair_Aperitif', 'Body_Light-bodied', 'Acid_High'})"
0.033763654419066536,"frozenset({'Body_Medium-bodied', 'Pair_Aperitif', 'Acid_High'})"
0.03475670307845084,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Hard Cheese'})"
0.22840119165839126,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Lamb'})"
0.0407149950347567,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Maturated Cheese'})"
0.04568023833167825,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Pair_Game Meat'})"
0.023833167825223437,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Pork'})"
0.22542204568023833,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Poultry'})"
0.020854021847070508,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Spicy Food'})"
0.07149950347567031,"frozenset({'Pair_Beef', 'Pair_Veal', 'Pair_Game Meat'})"
0.22641509433962265,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Acid_High'})"
0.08440913604766634,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Acid_Medium'})"
0.16683217477656406,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Body_Full-bodied'})"
0.06554121151936444,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Game Meat'})"
0.070506454816286,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Game Meat'})"
0.05759682224428997,"frozenset({'Pair_Beef', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.08838133068520357,"frozenset({'Pair_Beef', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.0407149950347567,"frozenset({'Pair_Beef', 'Pair_Poultry', 'Pair_Hard Cheese'})"
0.031777557100297914,"frozenset({'Pair_Beef', 'Pair_Spicy Food', 'Pair_Hard Cheese'})"
0.036742800397219465,"frozenset({'Pair_Beef', 'Acid_High', 'Pair_Hard Cheese'})"
0.047666335650446874,"frozenset({'Pair_Beef', 'Acid_Medium', 'Pair_Hard Cheese'})"
0.022840119165839126,"frozenset({'Pair_Beef', 'Pair_Hard Cheese', 'Body_Full-bodied'})"
0.023833167825223437,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Hard Cheese'})"
0.03773584905660377,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Hard Cheese'})"
0.06256206554121152,"frozenset({'Pair_Beef', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.07646474677259185,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Pair_Lamb'})"
0.022840119165839126,"frozenset({'Pair_Beef', 'Pair_Pork', 'Pair_Lamb'})"
0.2840119165839126,"frozenset({'Pair_Beef', 'Pair_Lamb', 'Pair_Poultry'})"
0.05163853028798411,"frozenset({'Pair_Beef', 'Pair_Spicy Food', 'Pair_Lamb'})"
0.06256206554121152,"frozenset({'Pair_Beef', 'Pair_Veal', 'Pair_Lamb'})"
0.2840119165839126,"frozenset({'Pair_Beef', 'Acid_High', 'Pair_Lamb'})"
0.10724925521350546,"frozenset({'Pair_Beef', 'Acid_Medium', 'Pair_Lamb'})"
0.24329692154915591,"frozenset({'Pair_Beef', 'Pair_Lamb', 'Body_Full-bodied'})"
0.04568023833167825,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Lamb'})"
0.10327706057596822,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Lamb'})"
0.041708043694141016,"frozenset({'Pair_Beef', 'Pair_Maturated Cheese', 'Pair_Poultry'})"
0.03277060575968222,"frozenset({'Pair_Beef', 'Pair_Spicy Food', 'Pair_Maturated Cheese'})"
0.038728897715988087,"frozenset({'Pair_Beef', 'Acid_High', 'Pair_Maturated Cheese'})"
0.05362462760675273,"frozenset({'Pair_Beef', 'Acid_Medium', 'Pair_Maturated Cheese'})"
0.025819265143992055,"frozenset({'Pair_Beef', 'Pair_Maturated Cheese', 'Body_Full-bodied'})"
0.026812313803376366,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Maturated Cheese'})"
0.038728897715988087,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Maturated Cheese'})"
0.038728897715988087,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Pair_Poultry'})"
0.020854021847070508,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Pair_Veal'})"
0.08738828202581926,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Acid_High'})"
0.05461767626613704,"frozenset({'Pair_Pasta', 'Pair_Beef', 'Body_Full-bodied'})"
0.026812313803376366,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Pasta'})"
0.022840119165839126,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Pork'})"
0.039721946375372394,"frozenset({'Pair_Beef', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.12909632571996027,"frozenset({'Pair_Beef', 'Pair_Veal', 'Pair_Poultry'})"
0.2830188679245283,"frozenset({'Pair_Beef', 'Acid_High', 'Pair_Poultry'})"
0.09930486593843098,"frozenset({'Pair_Beef', 'Acid_Medium', 'Pair_Poultry'})"
0.21549155908639522,"frozenset({'Pair_Beef', 'Pair_Poultry', 'Body_Full-bodied'})"
0.0913604766633565,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Poultry'})"
0.06653426017874876,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Poultry'})"
0.020854021847070508,"frozenset({'Pair_Beef', 'Acid_High', 'Pair_Spicy Food'})"
0.03574975173783516,"frozenset({'Pair_Beef', 'Acid_Medium', 'Pair_Spicy Food'})"
0.027805362462760674,"frozenset({'Pair_Beef', 'Pair_Spicy Food', 'Body_Full-bodied'})"
0.030784508440913606,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Pair_Spicy Food'})"
0.12611717974180736,"frozenset({'Pair_Beef', 'Pair_Veal', 'Acid_High'})"
0.027805362462760674,"frozenset({'Pair_Beef', 'Pair_Veal', 'Acid_Medium'})"
0.07745779543197617,"frozenset({'Pair_Beef', 'Pair_Veal', 'Body_Full-bodied'})"
0.06355511420059583,"frozenset({'Pair_Beef', 'Pair_Veal', 'Body_Medium-bodied'})"
0.2234359483614697,"frozenset({'Pair_Beef', 'Acid_High', 'Body_Full-bodied'})"
0.06554121151936444,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Acid_High'})"
0.0913604766633565,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Acid_High'})"
0.06156901688182721,"frozenset({'Pair_Beef', 'Acid_Medium', 'Body_Full-bodied'})"
0.0506454816285998,"frozenset({'Pair_Beef', 'Body_Medium-bodied', 'Acid_Medium'})"
0.029791459781529295,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Acid_Medium'})"
0.021847070506454815,"frozenset({'Pair_Cured Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.027805362462760674,"frozenset({'Pair_Cured Meat', 'Pair_Lean Fish', 'Acid_High'})"
0.023833167825223437,"frozenset({'Body_Medium-bodied', 'Pair_Cured Meat', 'Pair_Lean Fish'})"
0.023833167825223437,"frozenset({'Pair_Pasta', 'Pair_Cured Meat', 'Pair_Shellfish'})"
0.022840119165839126,"frozenset({'Pair_Pasta', 'Pair_Cured Meat', 'Acid_High'})"
0.047666335650446874,"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Poultry'})"
0.038728897715988087,"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Shellfish'})"
0.038728897715988087,"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Spicy Food'})"
0.0506454816285998,"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Acid_High'})"
0.03475670307845084,"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied'})"
0.03773584905660377,"frozenset({'Pair_Cured Meat', 'Pair_Shellfish', 'Pair_Poultry'})"
0.033763654419066536,"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})"
