support,itemsets
0.04667328699106256,"frozenset({'Pair_Cured Meat', 'Acid_High', 'Pair_Poultry'})"
0.03475670307845084,"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})"
0.033763654419066536,"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})"
0.06951340615690169,"frozenset({'Pair_Cured Meat', 'Acid_High', 'Pair_Shellfish'})"
0.04270109235352532,"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Shellfish'})"
0.027805362462760674,"frozenset({'Pair_Snack', 'Pair_Cured Meat', 'Acid_High'})"
0.036742800397219465,"frozenset({'Pair_Cured Meat', 'Acid_High', 'Pair_Spicy Food'})"
0.030784508440913606,"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})"
0.04270109235352532,"frozenset({'Pair_Cured Meat', 'Acid_High', 'Body_Light-bodied'})"
0.027805362462760674,"frozenset({'Body_Medium-bodied', 'Pair_Cured Meat', 'Acid_High'})"
0.033763654419066536,"frozenset({'Pair_Game Meat', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.03475670307845084,"frozenset({'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.029791459781529295,"frozenset({'Pair_Game Meat', 'Pair_Poultry', 'Pair_Hard Cheese'})"
0.025819265143992055,"frozenset({'Acid_Medium', 'Pair_Game Meat', 'Pair_Hard Cheese'})"
0.021847070506454815,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Hard Cheese'})"
0.036742800397219465,"frozenset({'Pair_Game Meat', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.04568023833167825,"frozenset({'Pair_Pasta', 'Pair_Game Meat', 'Pair_Lamb'})"
0.1529294935451837,"frozenset({'Pair_Game Meat', 'Pair_Lamb', 'Pair_Poultry'})"
0.15988083416087387,"frozenset({'Pair_Game Meat', 'Acid_High', 'Pair_Lamb'})"
0.06554121151936444,"frozenset({'Acid_Medium', 'Pair_Game Meat', 'Pair_Lamb'})"
0.13803376365441908,"frozenset({'Pair_Game Meat', 'Pair_Lamb', 'Body_Full-bodied'})"
0.06951340615690169,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Lamb'})"
0.029791459781529295,"frozenset({'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Poultry'})"
0.031777557100297914,"frozenset({'Acid_Medium', 'Pair_Game Meat', 'Pair_Maturated Cheese'})"
0.022840119165839126,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Maturated Cheese'})"
0.05362462760675273,"frozenset({'Pair_Pasta', 'Pair_Game Meat', 'Acid_High'})"
0.026812313803376366,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Pasta'})"
0.04568023833167825,"frozenset({'Pair_Pork', 'Pair_Game Meat', 'Pair_Poultry'})"
0.021847070506454815,"frozenset({'Pair_Rich Fish', 'Pair_Game Meat', 'Pair_Pork'})"
0.031777557100297914,"frozenset({'Pair_Pork', 'Pair_Veal', 'Pair_Game Meat'})"
0.022840119165839126,"frozenset({'Pair_Pork', 'Pair_Game Meat', 'Acid_High'})"
0.030784508440913606,"frozenset({'Pair_Pork', 'Pair_Game Meat', 'Acid_Medium'})"
0.03773584905660377,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Game Meat'})"
0.021847070506454815,"frozenset({'Pair_Rich Fish', 'Pair_Game Meat', 'Pair_Poultry'})"
0.09533267130089375,"frozenset({'Pair_Veal', 'Pair_Game Meat', 'Pair_Poultry'})"
0.17477656405163852,"frozenset({'Pair_Game Meat', 'Acid_High', 'Pair_Poultry'})"
0.08639523336643495,"frozenset({'Acid_Medium', 'Pair_Game Meat', 'Pair_Poultry'})"
0.13505461767626614,"frozenset({'Pair_Game Meat', 'Pair_Poultry', 'Body_Full-bodied'})"
0.07745779543197617,"frozenset({'Body_Medium-bodied', 'Pair_Game Meat', 'Pair_Poultry'})"
0.03475670307845084,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Poultry'})"
0.07646474677259185,"frozenset({'Pair_Veal', 'Pair_Game Meat', 'Acid_High'})"
0.024826216484607744,"frozenset({'Acid_Medium', 'Pair_Veal', 'Pair_Game Meat'})"
0.027805362462760674,"frozenset({'Pair_Veal', 'Pair_Game Meat', 'Body_Full-bodied'})"
0.05759682224428997,"frozenset({'Body_Medium-bodied', 'Pair_Veal', 'Pair_Game Meat'})"
0.1300893743793446,"frozenset({'Pair_Game Meat', 'Acid_High', 'Body_Full-bodied'})"
0.05163853028798411,"frozenset({'Body_Medium-bodied', 'Pair_Game Meat', 'Acid_High'})"
0.047666335650446874,"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Acid_High'})"
0.041708043694141016,"frozenset({'Acid_Medium', 'Pair_Game Meat', 'Body_Full-bodied'})"
0.03574975173783516,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Game Meat'})"
0.022840119165839126,"frozenset({'Body_Very full-bodied', 'Acid_Medium', 'Pair_Game Meat'})"
0.039721946375372394,"frozenset({'Pair_Shellfish', 'Pair_Vegetarian', 'Pair_Goat Cheese'})"
0.0407149950347567,"frozenset({'Pair_Shellfish', 'Acid_High', 'Pair_Goat Cheese'})"
0.039721946375372394,"frozenset({'Pair_Vegetarian', 'Acid_High', 'Pair_Goat Cheese'})"
0.05858987090367428,"frozenset({'Pair_Lamb', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.03277060575968222,"frozenset({'Pair_Lamb', 'Pair_Poultry', 'Pair_Hard Cheese'})"
0.023833167825223437,"frozenset({'Pair_Spicy Food', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.03773584905660377,"frozenset({'Acid_Medium', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.023833167825223437,"frozenset({'Body_Very full-bodied', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.04667328699106256,"frozenset({'Pair_Poultry', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.031777557100297914,"frozenset({'Pair_Spicy Food', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.05561072492552135,"frozenset({'Acid_High', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.05461767626613704,"frozenset({'Acid_Medium', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.029791459781529295,"frozenset({'Pair_Hard Cheese', 'Pair_Maturated Cheese', 'Body_Full-bodied'})"
0.041708043694141016,"frozenset({'Body_Medium-bodied', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.038728897715988087,"frozenset({'Body_Very full-bodied', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.030784508440913606,"frozenset({'Acid_Medium', 'Pair_Poultry', 'Pair_Hard Cheese'})"
0.020854021847070508,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Hard Cheese'})"
0.021847070506454815,"frozenset({'Body_Very full-bodied', 'Acid_Medium', 'Pair_Hard Cheese'})"
0.033763654419066536,"frozenset({'Pair_Lamb', 'Pair_Maturated Cheese', 'Pair_Poultry'})"
0.023833167825223437,"frozenset({'Pair_Lamb', 'Pair_Spicy Food', 'Pair_Maturated Cheese'})"
0.021847070506454815,"frozenset({'Acid_High', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.0407149950347567,"frozenset({'Acid_Medium', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.024826216484607744,"frozenset({'Body_Very full-bodied', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
0.024826216484607744,"frozenset({'Pair_Pasta', 'Pair_Lamb', 'Pair_Poultry'})"
0.07149950347567031,"frozenset({'Pair_Pasta', 'Acid_High', 'Pair_Lamb'})"
0.04667328699106256,"frozenset({'Pair_Pasta', 'Pair_Lamb', 'Body_Full-bodied'})"
0.026812313803376366,"frozenset({'Body_Very full-bodied', 'Pair_Lamb', 'Pair_Pasta'})"
0.031777557100297914,"frozenset({'Pair_Lamb', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.044687189672293945,"frozenset({'Pair_Veal', 'Pair_Lamb', 'Pair_Poultry'})"
0.19860973187686196,"frozenset({'Acid_High', 'Pair_Lamb', 'Pair_Poultry'})"
0.08937437934458789,"frozenset({'Acid_Medium', 'Pair_Lamb', 'Pair_Poultry'})"
0.1817279046673287,"frozenset({'Pair_Lamb', 'Pair_Poultry', 'Body_Full-bodied'})"
0.03475670307845084,"frozenset({'Body_Medium-bodied', 'Pair_Lamb', 'Pair_Poultry'})"
0.07249255213505462,"frozenset({'Body_Very full-bodied', 'Pair_Lamb', 'Pair_Poultry'})"
0.027805362462760674,"frozenset({'Acid_Medium', 'Pair_Spicy Food', 'Pair_Lamb'})"
0.021847070506454815,"frozenset({'Pair_Spicy Food', 'Pair_Lamb', 'Body_Full-bodied'})"
0.025819265143992055,"frozenset({'Body_Medium-bodied', 'Pair_Spicy Food', 'Pair_Lamb'})"
0.041708043694141016,"frozenset({'Pair_Veal', 'Acid_High', 'Pair_Lamb'})"
0.04568023833167825,"frozenset({'Pair_Veal', 'Pair_Lamb', 'Body_Full-bodied'})"
0.18768619662363456,"frozenset({'Acid_High', 'Pair_Lamb', 'Body_Full-bodied'})"
0.07547169811320754,"frozenset({'Body_Very full-bodied', 'Acid_High', 'Pair_Lamb'})"
0.05362462760675273,"frozenset({'Acid_Medium', 'Pair_Lamb', 'Body_Full-bodied'})"
0.025819265143992055,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Lamb'})"
0.033763654419066536,"frozenset({'Body_Very full-bodied', 'Acid_Medium', 'Pair_Lamb'})"
0.021847070506454815,"frozenset({'Pair_Pasta', 'Pair_Lean Fish', 'Acid_High'})"
0.021847070506454815,"frozenset({'Pair_Pasta', 'Body_Medium-bodied', 'Pair_Lean Fish'})"
0.022840119165839126,"frozenset({'Pair_Snack', 'Pair_Lean Fish', 'Pair_Shellfish'})"
0.044687189672293945,"frozenset({'Pair_Lean Fish', 'Acid_High', 'Pair_Shellfish'})"
0.031777557100297914,"frozenset({'Body_Medium-bodied', 'Pair_Lean Fish', 'Pair_Shellfish'})"
0.03574975173783516,"frozenset({'Pair_Snack', 'Pair_Lean Fish', 'Acid_High'})"
0.022840119165839126,"frozenset({'Pair_Lean Fish', 'Acid_High', 'Pair_Vegetarian'})"
0.021847070506454815,"frozenset({'Body_Medium-bodied', 'Pair_Lean Fish', 'Pair_Vegetarian'})"
0.04369414101290963,"frozenset({'Body_Medium-bodied', 'Pair_Lean Fish', 'Acid_High'})"
0.030784508440913606,"frozenset({'Acid_Medium', 'Pair_Maturated Cheese', 'Pair_Poultry'})"
0.021847070506454815,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Maturated Cheese'})"
0.020854021847070508,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Maturated Cheese'})"
0.022840119165839126,"frozenset({'Body_Very full-bodied', 'Acid_Medium', 'Pair_Maturated Cheese'})"
0.029791459781529295,"frozenset({'Pair_Pasta', 'Pair_Veal', 'Pair_Poultry'})"
0.05362462760675273,"frozenset({'Pair_Pasta', 'Acid_High', 'Pair_Poultry'})"
0.029791459781529295,"frozenset({'Pair_Pasta', 'Pair_Poultry', 'Body_Full-bodied'})"
0.022840119165839126,"frozenset({'Pair_Pasta', 'Body_Medium-bodied', 'Pair_Poultry'})"
0.020854021847070508,"frozenset({'Pair_Pasta', 'Acid_High', 'Pair_Shellfish'})"
0.03277060575968222,"frozenset({'Pair_Pasta', 'Pair_Veal', 'Acid_High'})"
0.021847070506454815,"frozenset({'Pair_Pasta', 'Body_Medium-bodied', 'Pair_Veal'})"
0.05958291956305859,"frozenset({'Pair_Pasta', 'Acid_High', 'Body_Full-bodied'})"
0.04270109235352532,"frozenset({'Pair_Pasta', 'Body_Medium-bodied', 'Acid_High'})"
0.026812313803376366,"frozenset({'Body_Very full-bodied', 'Acid_High', 'Pair_Pasta'})"
0.0804369414101291,"frozenset({'Pair_Rich Fish', 'Pair_Pork', 'Pair_Poultry'})"
0.05362462760675273,"frozenset({'Pair_Pork', 'Pair_Shellfish', 'Pair_Poultry'})"
0.05461767626613704,"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.038728897715988087,"frozenset({'Pair_Pork', 'Pair_Veal', 'Pair_Poultry'})"
0.07944389275074479,"frozenset({'Pair_Pork', 'Pair_Vegetarian', 'Pair_Poultry'})"
0.11817279046673287,"frozenset({'Pair_Pork', 'Acid_High', 'Pair_Poultry'})"
0.05263157894736842,"frozenset({'Acid_Medium', 'Pair_Pork', 'Pair_Poultry'})"
0.04270109235352532,"frozenset({'Pair_Pork', 'Pair_Poultry', 'Body_Full-bodied'})"
0.04667328699106256,"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Poultry'})"
0.07745779543197617,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Poultry'})"
0.05759682224428997,"frozenset({'Pair_Rich Fish', 'Pair_Pork', 'Pair_Shellfish'})"
0.03574975173783516,"frozenset({'Pair_Rich Fish', 'Pair_Soft Cheese', 'Pair_Pork'})"
0.06355511420059583,"frozenset({'Pair_Rich Fish', 'Pair_Pork', 'Pair_Vegetarian'})"
0.09334657398212512,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Pair_Pork'})"
0.036742800397219465,"frozenset({'Pair_Rich Fish', 'Acid_Medium', 'Pair_Pork'})"
0.04270109235352532,"frozenset({'Pair_Rich Fish', 'Pair_Pork', 'Body_Full-bodied'})"
0.07745779543197617,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Pair_Pork'})"
0.03773584905660377,"frozenset({'Pair_Pork', 'Pair_Soft Cheese', 'Pair_Shellfish'})"
0.047666335650446874,"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Pair_Shellfish'})"
0.020854021847070508,"frozenset({'Pair_Vegetarian', 'Pair_Pork', 'Pair_Shellfish'})"
0.10526315789473684,"frozenset({'Pair_Pork', 'Acid_High', 'Pair_Shellfish'})"
0.021847070506454815,"frozenset({'Pair_Pork', 'Pair_Shellfish', 'Body_Full-bodied'})"
0.036742800397219465,"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Shellfish'})"
0.05660377358490566,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Shellfish'})"
0.036742800397219465,"frozenset({'Pair_Pork', 'Pair_Soft Cheese', 'Acid_High'})"
0.038728897715988087,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Soft Cheese'})"
0.021847070506454815,"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Pair_Vegetarian'})"
0.05759682224428997,"frozenset({'Pair_Pork', 'Acid_High', 'Pair_Spicy Food'})"
0.03475670307845084,"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Spicy Food'})"
0.026812313803376366,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Spicy Food'})"
0.028798411122144985,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Veal'})"
0.06653426017874876,"frozenset({'Pair_Pork', 'Acid_High', 'Pair_Vegetarian'})"
0.025819265143992055,"frozenset({'Pair_Pork', 'Acid_Medium', 'Pair_Vegetarian'})"
0.04568023833167825,"frozenset({'Pair_Pork', 'Pair_Vegetarian', 'Body_Full-bodied'})"
0.0407149950347567,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Pair_Vegetarian'})"
0.05561072492552135,"frozenset({'Pair_Pork', 'Acid_High', 'Body_Full-bodied'})"
0.039721946375372394,"frozenset({'Pair_Pork', 'Acid_High', 'Body_Light-bodied'})"
0.09433962264150944,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Acid_High'})"
0.039721946375372394,"frozenset({'Pair_Pork', 'Body_Medium-bodied', 'Acid_Medium'})"
0.06554121151936444,"frozenset({'Pair_Rich Fish', 'Pair_Vegetarian', 'Pair_Poultry'})"
0.05263157894736842,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Pair_Poultry'})"
0.03574975173783516,"frozenset({'Pair_Rich Fish', 'Acid_Medium', 'Pair_Poultry'})"
0.03773584905660377,"frozenset({'Pair_Rich Fish', 'Pair_Poultry', 'Body_Full-bodied'})"
0.041708043694141016,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Pair_Poultry'})"
0.041708043694141016,"frozenset({'Pair_Spicy Food', 'Pair_Shellfish', 'Pair_Poultry'})"
0.05759682224428997,"frozenset({'Acid_High', 'Pair_Shellfish', 'Pair_Poultry'})"
0.0407149950347567,"frozenset({'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry'})"
0.05561072492552135,"frozenset({'Acid_High', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.028798411122144985,"frozenset({'Acid_Medium', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.03574975173783516,"frozenset({'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.036742800397219465,"frozenset({'Body_Medium-bodied', 'Pair_Spicy Food', 'Pair_Poultry'})"
0.12512413108242304,"frozenset({'Pair_Veal', 'Acid_High', 'Pair_Poultry'})"
0.038728897715988087,"frozenset({'Acid_Medium', 'Pair_Veal', 'Pair_Poultry'})"
0.0605759682224429,"frozenset({'Pair_Veal', 'Pair_Poultry', 'Body_Full-bodied'})"
0.08540218470705065,"frozenset({'Body_Medium-bodied', 'Pair_Veal', 'Pair_Poultry'})"
0.05958291956305859,"frozenset({'Acid_High', 'Pair_Vegetarian', 'Pair_Poultry'})"
0.026812313803376366,"frozenset({'Acid_Medium', 'Pair_Vegetarian', 'Pair_Poultry'})"
0.036742800397219465,"frozenset({'Pair_Poultry', 'Pair_Vegetarian', 'Body_Full-bodied'})"
0.04369414101290963,"frozenset({'Body_Medium-bodied', 'Pair_Vegetarian', 'Pair_Poultry'})"
0.21449851042701093,"frozenset({'Acid_High', 'Pair_Poultry', 'Body_Full-bodied'})"
0.05263157894736842,"frozenset({'Acid_High', 'Body_Light-bodied', 'Pair_Poultry'})"
0.1012909632571996,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Poultry'})"
0.04270109235352532,"frozenset({'Body_Very full-bodied', 'Acid_High', 'Pair_Poultry'})"
0.047666335650446874,"frozenset({'Acid_Medium', 'Pair_Poultry', 'Body_Full-bodied'})"
0.06256206554121152,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Poultry'})"
0.029791459781529295,"frozenset({'Body_Very full-bodied', 'Acid_Medium', 'Pair_Poultry'})"
0.04865938430983118,"frozenset({'Pair_Rich Fish', 'Pair_Soft Cheese', 'Pair_Shellfish'})"
0.070506454816286,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Pair_Shellfish'})"
0.020854021847070508,"frozenset({'Pair_Rich Fish', 'Pair_Shellfish', 'Body_Full-bodied'})"
0.0605759682224429,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Pair_Shellfish'})"
0.044687189672293945,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Pair_Soft Cheese'})"
0.033763654419066536,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Pair_Soft Cheese'})"
0.04865938430983118,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Pair_Vegetarian'})"
0.024826216484607744,"frozenset({'Pair_Rich Fish', 'Acid_Medium', 'Pair_Vegetarian'})"
0.03574975173783516,"frozenset({'Pair_Rich Fish', 'Pair_Vegetarian', 'Body_Full-bodied'})"
0.031777557100297914,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Pair_Vegetarian'})"
0.0506454816285998,"frozenset({'Pair_Rich Fish', 'Acid_High', 'Body_Full-bodied'})"
0.06156901688182721,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Acid_High'})"
0.027805362462760674,"frozenset({'Pair_Rich Fish', 'Body_Medium-bodied', 'Acid_Medium'})"
0.020854021847070508,"frozenset({'Pair_Snack', 'Pair_Vegetarian', 'Pair_Shellfish'})"
0.044687189672293945,"frozenset({'Pair_Snack', 'Acid_High', 'Pair_Shellfish'})"
0.04568023833167825,"frozenset({'Acid_High', 'Pair_Soft Cheese', 'Pair_Shellfish'})"
0.020854021847070508,"frozenset({'Pair_Soft Cheese', 'Pair_Shellfish', 'Body_Full-bodied'})"
0.03277060575968222,"frozenset({'Body_Medium-bodied', 'Pair_Soft Cheese', 'Pair_Shellfish'})"
0.047666335650446874,"frozenset({'Acid_High', 'Pair_Spicy Food', 'Pair_Shellfish'})"
0.03277060575968222,"frozenset({'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})"
0.07646474677259185,"frozenset({'Pair_Vegetarian', 'Acid_High', 'Pair_Shellfish'})"
0.039721946375372394,"frozenset({'Pair_Vegetarian', 'Body_Medium-bodied', 'Pair_Shellfish'})"
0.031777557100297914,"frozenset({'Acid_High', 'Pair_Shellfish', 'Body_Full-bodied'})"
0.06554121151936444,"frozenset({'Acid_High', 'Body_Light-bodied', 'Pair_Shellfish'})"
0.10923535253227408,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Shellfish'})"
0.020854021847070508,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Shellfish'})"
0.03475670307845084,"frozenset({'Pair_Snack', 'Acid_High', 'Pair_Vegetarian'})"
0.021847070506454815,"frozenset({'Pair_Snack', 'Body_Medium-bodied', 'Pair_Vegetarian'})"
0.020854021847070508,"frozenset({'Pair_Snack', 'Acid_High', 'Body_Light-bodied'})"
0.028798411122144985,"frozenset({'Pair_Snack', 'Body_Medium-bodied', 'Acid_High'})"
0.020854021847070508,"frozenset({'Acid_High', 'Pair_Soft Cheese', 'Body_Full-bodied'})"
0.03277060575968222,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Soft Cheese'})"
0.03475670307845084,"frozenset({'Body_Light-bodied', 'Acid_High', 'Pair_Spicy Food'})"
0.022840119165839126,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Spicy Food'})"
0.021847070506454815,"frozenset({'Acid_Medium', 'Pair_Spicy Food', 'Body_Full-bodied'})"
0.026812313803376366,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Spicy Food'})"
0.06951340615690169,"frozenset({'Pair_Veal', 'Acid_High', 'Body_Full-bodied'})"
0.06156901688182721,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Veal'})"
0.027805362462760674,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Veal'})"
0.04667328699106256,"frozenset({'Acid_High', 'Pair_Vegetarian', 'Body_Full-bodied'})"
0.0605759682224429,"frozenset({'Body_Medium-bodied', 'Acid_High', 'Pair_Vegetarian'})"
0.027805362462760674,"frozenset({'Acid_Medium', 'Body_Medium-bodied', 'Pair_Vegetarian'})"
0.027805362462760674,"frozenset({'Pair_Snack', 'Pair_Cured Meat', 'Pair_Aperitif', 'Acid_High'})"
0.022840119165839126,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Pair_Snack', 'Pair_Shellfish'})"
0.021847070506454815,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Acid_High', 'Pair_Shellfish'})"
0.03574975173783516,"frozenset({'Pair_Lean Fish', 'Pair_Aperitif', 'Pair_Snack', 'Acid_High'})"
0.020854021847070508,"frozenset({'Pair_Snack', 'Pair_Vegetarian', 'Pair_Aperitif', 'Pair_Shellfish'})"
0.044687189672293945,"frozenset({'Pair_Shellfish', 'Pair_Aperitif', 'Pair_Snack', 'Acid_High'})"
0.023833167825223437,"frozenset({'Pair_Vegetarian', 'Pair_Aperitif', 'Acid_High', 'Pair_Shellfish'})"
0.03475670307845084,"frozenset({'Pair_Vegetarian', 'Pair_Aperitif', 'Pair_Snack', 'Acid_High'})"
0.021847070506454815,"frozenset({'Pair_Snack', 'Body_Medium-bodied', 'Pair_Aperitif', 'Pair_Vegetarian'})"
0.020854021847070508,"frozenset({'Pair_Snack', 'Pair_Aperitif', 'Body_Light-bodied', 'Acid_High'})"
0.028798411122144985,"frozenset({'Pair_Snack', 'Body_Medium-bodied', 'Pair_Aperitif', 'Acid_High'})"
0.022840119165839126,"frozenset({'Body_Medium-bodied', 'Pair_Aperitif', 'Acid_High', 'Pair_Vegetarian'})"
0.033763654419066536,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Lamb', 'Pair_Hard Cheese'})"
0.033763654419066536,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Maturated Cheese', 'Pair_Hard Cheese'})"
0.028798411122144985,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Poultry', 'Pair_Hard Cheese'})"
0.024826216484607744,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Acid_Medium', 'Pair_Hard Cheese'})"
0.021847070506454815,"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Game Meat', 'Pair_Hard Cheese'})"
0.036742800397219465,"frozenset({'Pair_Beef', 'Pair_Game Meat', 'Pair_Lamb', 'Pair_Maturated Cheese'})"
